LineId,EventId,Content,EventTemplate
1989,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1990,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2457 bytes (2.39 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
1991,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1992,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1993,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
1994,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
1995,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
1996,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
1997,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
1998,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2436 bytes (2.37 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
1999,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2000,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2001,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2002,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2003,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2004,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2005,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1214 bytes (1.18 KB) sent, 365 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2006,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1198 bytes (1.16 KB) sent, 403 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2007,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1190 bytes (1.16 KB) sent, 363 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2008,E1,"proxy.cse.cuhk.edu.hk:5070 close, 789 bytes sent, 471 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2009,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2010,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2011,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2012,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2013,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2437 bytes (2.37 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2014,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2170 bytes (2.11 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2015,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2436 bytes (2.37 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2016,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2640 bytes (2.57 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2017,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2439 bytes (2.38 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2018,E4,"proxy.cse.cuhk.edu.hk:5070 close, 3566 bytes (3.48 KB) sent, 1168 bytes (1.14 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2019,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2020,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2021,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2022,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2023,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2024,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2426 bytes (2.36 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2025,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2026,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2027,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2028,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2029,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2030,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2031,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2032,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2033,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1325 bytes (1.29 KB) sent, 511 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2034,E1,"proxy.cse.cuhk.edu.hk:5070 close, 896 bytes sent, 375 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2035,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2036,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2037,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2038,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2039,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 1500 bytes (1.46 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2040,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 1500 bytes (1.46 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2041,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 1490 bytes (1.45 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2042,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2721 bytes (2.65 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2043,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2037 bytes (1.98 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2044,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1287 bytes (1.25 KB) sent, 469 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2045,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1133 bytes (1.10 KB) sent, 10033 bytes (9.79 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2046,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2047,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2048,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2049,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2050,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2051,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2052,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2053,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2054,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1219 bytes (1.19 KB) sent, 325 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2055,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 6757 bytes (6.59 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2056,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1308 bytes (1.27 KB) sent, 401 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2057,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 429 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2058,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1285 bytes (1.25 KB) sent, 1490 bytes (1.45 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2059,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 2052 bytes (2.00 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2060,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2061,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2062,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1292 bytes (1.26 KB) sent, 427 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2063,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1200 bytes (1.17 KB) sent, 399 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2064,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2065,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2066,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2067,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2068,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2069,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2070,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1301 bytes (1.27 KB) sent, 431 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2071,E1,"proxy.cse.cuhk.edu.hk:5070 close, 716 bytes sent, 805 bytes received, lifetime 00:01","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2072,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1204 bytes (1.17 KB) sent, 322 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2073,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1252 bytes (1.22 KB) sent, 92591 bytes (90.4 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2074,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2075,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2076,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2077,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1393 bytes (1.36 KB) sent, 1209 bytes (1.18 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2078,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2079,E1,"proxy.cse.cuhk.edu.hk:5070 close, 489 bytes sent, 563 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2080,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1333 bytes (1.30 KB) sent, 469 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2081,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1687 bytes (1.64 KB) sent, 469 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2082,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1219 bytes (1.19 KB) sent, 297 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2083,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2084,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1133 bytes (1.10 KB) sent, 3271 bytes (3.19 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2085,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1203 bytes (1.17 KB) sent, 403 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2086,E1,"proxy.cse.cuhk.edu.hk:5070 close, 925 bytes sent, 326 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2087,E4,"proxy.cse.cuhk.edu.hk:5070 close, 3736 bytes (3.64 KB) sent, 1131 bytes (1.10 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2088,E1,"proxy.cse.cuhk.edu.hk:5070 close, 608 bytes sent, 687 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2089,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2090,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2091,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2092,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1257 bytes (1.22 KB) sent, 418 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2093,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2094,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2095,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2096,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2097,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2098,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2099,E4,"proxy.cse.cuhk.edu.hk:5070 close, 3637 bytes (3.55 KB) sent, 1432 bytes (1.39 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2100,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2101,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2102,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2103,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2104,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2105,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2106,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2107,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2108,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2109,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2110,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2111,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2112,E2,"proxy.cse.cuhk.edu.hk:5070 close, 2975 bytes (2.90 KB) sent, 938 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2113,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1189 bytes (1.16 KB) sent, 339 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2114,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1189 bytes (1.16 KB) sent, 338 bytes received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2115,E1,"proxy.cse.cuhk.edu.hk:5070 close, 729 bytes sent, 245 bytes received, lifetime 00:02","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2116,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1248 bytes (1.21 KB) sent, 331 bytes received, lifetime 00:02","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
2117,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2118,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2119,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2120,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2121,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2122,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2123,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2124,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2125,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2126,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2127,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2128,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2129,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2130,E4,"proxy.cse.cuhk.edu.hk:5070 close, 6653 bytes (6.49 KB) sent, 1977 bytes (1.93 KB) received, lifetime 00:02","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2131,E1,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2132,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2133,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2134,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2135,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2136,E1,"proxy.cse.cuhk.edu.hk:5070 close, 716 bytes sent, 805 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2137,E1,"proxy.cse.cuhk.edu.hk:5070 close, 715 bytes sent, 802 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2138,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2139,E1,"proxy.cse.cuhk.edu.hk:5070 close, 489 bytes sent, 563 bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
2140,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2141,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2142,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1393 bytes (1.36 KB) sent, 2285 bytes (2.23 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2143,E4,"proxy.cse.cuhk.edu.hk:5070 close, 1393 bytes (1.36 KB) sent, 2261 bytes (2.20 KB) received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
2144,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2145,E3,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> open through proxy <*> HTTPS
2146,E2,"proxy.cse.cuhk.edu.hk:5070 close, 1219 bytes (1.19 KB) sent, 324 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*>"
